dateTime,Extinction-880nm,Extinction-405nm,BC,PM,temperature,pressure,humidity,flow-temperature,voltage-880nm,voltage-405nm,current-405nm,status,sensorTime
2020-12-04 00:03:58.838603,-16.2,-0.5,-2.08,-0.08,23.4,970.2,1225,20.1,22.3,0.598933,95.1,96.4,"0.062736,28/10/00"
2020-12-04 00:04:08.688372,-16.1,10.4,-2.07,1.68,23.4,970.2,1595,20.1,22.3,0.598793,95.1,96.4,"0.062726,28/10/00"
2020-12-04 00:04:18.790077,-15.8,19.6,-2.03,3.17,23.4,970.1,1229,20.2,22.3,0.598926,95.1,96.4,"0.062735,28/10/00"
2020-12-04 00:04:28.688947,-15.0,24.8,-1.94,4.00,23.4,970.2,1595,20.2,22.3,0.598807,95.1,96.4,"0.062725,28/10/00"
2020-12-04 00:04:38.798360,-14.4,4.9,-1.85,0.80,23.4,970.3,1224,20.1,22.3,0.598944,95.1,96.4,"0.062739,28/10/00"
2020-12-04 00:04:48.688566,-13.7,5.3,-1.77,0.85,23.4,970.2,1594,20.0,22.3,0.598826,95.1,96.4,"0.062729,28/10/00"
2020-12-04 00:04:58.793230,-12.7,7.3,-1.63,1.18,23.4,970.2,1224,20.1,22.3,0.598943,95.1,96.4,"0.062739,28/10/00"
2020-12-04 00:05:08.688561,-11.9,9.4,-1.53,1.52,23.4,970.2,1594,20.1,22.3,0.598822,95.1,96.4,"0.062727,28/10/00"
2020-12-04 00:05:18.808593,-12.1,10.7,-1.55,1.72,23.4,970.2,1223,19.9,22.3,0.598969,95.1,96.4,"0.062740,28/10/00"
2020-12-04 00:05:28.698724,-12.6,11.1,-1.62,1.79,23.4,970.2,1594,19.8,22.3,0.598843,95.1,96.4,"0.062734,28/10/00"
2020-12-04 00:05:38.808795,-12.1,18.7,-1.55,3.01,23.4,970.3,1221,19.8,22.3,0.598979,95.1,96.4,"0.062745,28/10/00"
2020-12-04 00:05:48.708566,-10.7,12.5,-1.38,2.02,23.4,970.3,1595,19.9,22.3,0.598846,95.1,96.4,"0.062734,28/10/00"
2020-12-04 00:05:58.818458,-10.0,12.8,-1.28,2.07,23.4,970.3,1218,19.9,22.3,0.598987,95.1,96.4,"0.062745,28/10/00"
2020-12-04 00:06:08.718436,-10.1,12.8,-1.31,2.07,23.4,970.2,1598,20.0,22.3,0.598852,95.1,96.4,"0.062736,28/10/00"
2020-12-04 00:06:18.838403,-10.5,14.1,-1.35,2.28,23.4,970.2,1221,19.9,22.3,0.598997,95.1,96.4,"0.062747,28/10/00"
2020-12-04 00:06:28.678816,-10.9,15.9,-1.41,2.56,23.4,970.3,1595,19.8,22.3,0.598867,95.1,96.4,"0.062735,28/10/00"
2020-12-04 00:06:38.788840,-11.5,16.9,-1.48,2.73,23.4,970.2,1226,19.8,22.3,0.599005,95.1,96.4,"0.062746,28/10/00"
2020-12-04 00:06:48.689243,-11.9,17.6,-1.53,2.84,23.4,970.2,1594,19.9,22.3,0.598872,95.1,96.4,"0.062736,28/10/00"
2020-12-04 00:06:58.808338,-11.9,17.2,-1.54,2.77,23.4,970.3,1225,19.9,22.3,0.599005,95.1,96.4,"0.062749,28/10/00"
2020-12-04 00:07:08.698541,-11.3,15.8,-1.45,2.55,23.4,970.2,1595,19.9,22.3,0.598887,95.1,96.4,"0.062737,28/10/00"
2020-12-04 00:07:18.808449,-10.6,6.5,-1.36,1.05,23.4,970.2,1221,19.8,22.3,0.599022,95.1,96.4,"0.062753,28/10/00"
2020-12-04 00:07:28.708378,-10.6,-1.1,-1.36,-0.18,23.4,970.2,1595,19.7,22.3,0.598901,95.1,96.4,"0.062739,28/10/00"
2020-12-04 00:07:38.818546,-10.7,11.7,-1.37,1.89,23.4,970.2,1221,19.8,22.3,0.599029,95.1,96.4,"0.062749,28/10/00"
2020-12-04 00:07:48.718505,-10.9,12.8,-1.40,2.06,23.4,970.2,1594,20.0,22.3,0.598884,95.1,96.4,"0.062736,28/10/00"
2020-12-04 00:07:58.848372,-11.8,11.7,-1.52,1.89,23.4,970.2,1217,20.2,22.3,0.599011,95.1,96.4,"0.062750,28/10/00"
2020-12-04 00:08:08.678501,-12.3,10.4,-1.58,1.67,23.4,970.3,1594,20.1,22.3,0.598894,95.1,96.4,"0.062740,28/10/00"
2020-12-04 00:08:18.788604,-12.0,11.1,-1.54,1.78,23.4,970.2,1225,20.0,22.3,0.599036,95.1,96.4,"0.062750,28/10/00"
2020-12-04 00:08:28.698314,-11.9,10.6,-1.54,1.70,23.4,970.3,1596,20.0,22.3,0.598898,95.1,96.4,"0.062734,28/10/00"
2020-12-04 00:08:38.791985,-12.5,0.1,-1.61,0.02,23.4,970.2,1226,20.0,22.3,0.599050,95.1,96.4,"0.062749,28/10/00"
2020-12-04 00:08:48.693404,-13.3,-3.3,-1.71,-0.53,23.4,970.2,1595,20.0,22.3,0.598906,95.1,96.4,"0.062735,28/10/00"
2020-12-04 00:08:58.809804,-13.3,-11.9,-1.72,-1.93,23.4,970.2,1225,20.2,22.3,0.599032,95.1,96.4,"0.062753,28/10/00"
2020-12-04 00:09:08.718524,-12.6,-19.3,-1.63,-3.11,23.4,970.2,1594,20.2,22.3,0.598911,95.1,96.4,"0.062741,28/10/00"
2020-12-04 00:09:18.828579,-11.8,-0.0,-1.52,-0.00,23.4,970.3,1225,20.3,22.3,0.599040,95.1,96.4,"0.062751,28/10/00"
2020-12-04 00:09:28.680309,-11.2,-4.0,-1.45,-0.64,23.4,970.2,1597,20.1,22.3,0.598916,95.1,96.4,"0.062740,28/10/00"
2020-12-04 00:09:38.792875,-11.2,-0.1,-1.45,-0.02,23.4,970.2,1225,20.0,22.3,0.599065,95.1,96.4,"0.062755,28/10/00"
2020-12-04 00:09:48.696866,-11.6,-1.7,-1.50,-0.28,23.4,970.2,1596,20.0,22.3,0.598931,95.1,96.4,"0.062744,28/10/00"
2020-12-04 00:09:58.808514,-11.8,-2.2,-1.52,-0.35,23.4,970.2,1226,20.0,22.3,0.599064,95.1,96.4,"0.062754,28/10/00"
2020-12-04 00:10:08.700882,-12.0,8.7,-1.54,1.40,23.4,970.2,1596,20.0,22.3,0.598935,95.1,96.4,"0.062750,28/10/00"
2020-12-04 00:10:18.811330,-12.4,22.7,-1.60,3.65,23.4,970.2,1224,20.0,22.3,0.599078,95.1,96.4,"0.062758,28/10/00"
2020-12-04 00:10:28.709878,-12.9,32.7,-1.65,5.28,23.4,970.2,1594,20.0,22.2,0.598950,95.1,96.4,"0.062746,28/10/00"
2020-12-04 00:10:38.818617,-13.1,5.3,-1.69,0.86,23.4,970.3,1222,19.9,22.3,0.599084,95.1,96.4,"0.062759,28/10/00"
2020-12-04 00:10:48.718343,-13.1,4.0,-1.68,0.64,23.4,970.2,1594,20.0,22.3,0.598948,95.1,96.4,"0.062747,28/10/00"
2020-12-04 00:10:58.815373,-13.1,0.4,-1.69,0.06,23.4,970.2,1227,20.1,22.3,0.599096,95.1,96.4,"0.062764,28/10/00"
2020-12-04 00:11:08.720602,-13.6,-11.5,-1.76,-1.85,23.3,970.2,1592,20.0,22.3,0.598977,95.1,96.4,"0.062752,28/10/00"
2020-12-04 00:11:18.778466,-13.5,1.4,-1.74,0.22,23.4,970.4,1220,20.0,22.3,0.599100,95.1,96.4,"0.062763,28/10/00"
2020-12-04 00:11:28.678566,-12.9,1.3,-1.66,0.21,23.3,970.2,1593,19.9,22.3,0.598961,95.1,96.4,"0.062749,28/10/00"
2020-12-04 00:11:38.778541,-12.4,1.2,-1.59,0.19,23.4,970.3,1218,20.1,22.2,0.599092,95.1,96.4,"0.062752,28/10/00"
2020-12-04 00:11:48.677489,-11.7,23.9,-1.51,3.86,23.3,970.3,1596,20.1,22.2,0.598957,95.1,96.4,"0.062748,28/10/00"
2020-12-04 00:11:58.788444,-12.0,32.8,-1.54,5.30,23.4,970.3,1219,19.9,22.2,0.599116,95.1,96.4,"0.062767,28/10/00"
2020-12-04 00:12:08.688560,-13.3,23.7,-1.71,3.83,23.3,970.3,1596,19.9,22.2,0.598980,95.1,96.4,"0.062754,28/10/00"
2020-12-04 00:12:18.798573,-14.2,12.7,-1.82,2.04,23.4,970.2,1221,19.9,22.3,0.599121,95.1,96.4,"0.062769,28/10/00"
2020-12-04 00:12:28.708601,-14.4,-9.4,-1.85,-1.51,23.3,970.3,1597,19.9,22.2,0.599000,95.1,96.4,"0.062752,28/10/00"
2020-12-04 00:12:38.815915,-13.5,-20.7,-1.74,-3.34,23.4,970.2,1228,20.1,22.3,0.599105,95.1,96.4,"0.062761,28/10/00"
2020-12-04 00:12:48.664800,-5.5,-6.4,-0.71,-1.03,23.3,970.3,1594,20.2,22.2,0.598975,95.1,96.4,"0.062752,28/10/00"
2020-12-04 00:12:58.818693,-12.3,8.8,-1.58,1.42,23.4,970.2,1225,20.0,22.2,0.599140,95.1,96.4,"0.062769,28/10/00"
2020-12-04 00:13:08.678422,-11.2,-4.1,-1.45,-0.67,23.3,970.2,1596,20.0,22.2,0.599002,95.1,96.4,"0.062752,28/10/00"
2020-12-04 00:13:18.786573,-13.7,-11.8,-1.77,-1.91,23.4,970.3,1224,20.1,22.2,0.599131,95.1,96.4,"0.062767,28/10/00"
2020-12-04 00:13:28.691759,-13.3,-24.2,-1.71,-3.90,23.3,970.3,1596,20.1,22.2,0.598997,95.1,96.4,"0.062752,28/10/00"
2020-12-04 00:13:38.828396,-13.5,-33.0,-1.74,-5.32,23.4,970.4,1222,20.0,22.2,0.599143,95.1,96.4,"0.062769,28/10/00"
2020-12-04 00:13:48.713365,-14.2,-28.7,-1.83,-4.63,23.3,970.3,1596,20.1,22.2,0.598996,95.1,96.4,"0.062757,28/10/00"
2020-12-04 00:13:58.828504,-14.5,-5.4,-1.87,-0.88,23.3,970.2,1223,20.1,22.2,0.599137,95.1,96.4,"0.062771,28/10/00"
2020-12-04 00:14:08.678346,-14.5,-5.1,-1.86,-0.82,23.3,970.3,1596,20.1,22.2,0.599009,95.1,96.4,"0.062755,28/10/00"
2020-12-04 00:14:18.788598,-14.7,-6.1,-1.90,-0.99,23.3,970.3,1222,20.2,22.2,0.599137,95.1,96.4,"0.062767,28/10/00"
2020-12-04 00:14:28.687775,-14.8,-6.1,-1.91,-0.98,23.3,970.2,1592,20.2,22.2,0.599008,95.1,96.4,"0.062756,28/10/00"
2020-12-04 00:14:38.798434,-14.9,-7.2,-1.92,-1.15,23.3,970.2,1221,20.0,22.2,0.599165,95.1,96.4,"0.062772,28/10/00"
2020-12-04 00:14:48.703008,-15.5,-11.3,-1.99,-1.82,23.3,970.2,1595,19.9,22.2,0.599036,95.1,96.4,"0.062763,28/10/00"
2020-12-04 00:14:58.808687,-15.3,6.3,-1.97,1.02,23.3,970.2,1222,19.8,22.2,0.599186,95.1,96.4,"0.062774,28/10/00"
2020-12-04 00:15:08.708317,-15.0,8.2,-1.93,1.32,23.3,970.2,1594,19.9,22.2,0.599043,95.1,96.4,"0.062760,28/10/00"
2020-12-04 00:15:18.818737,-14.9,-8.6,-1.92,-1.39,23.3,970.2,1225,19.9,22.2,0.599170,95.1,96.4,"0.062771,28/10/00"
2020-12-04 00:15:28.718311,-14.6,-7.6,-1.88,-1.23,23.3,970.2,1594,19.9,22.2,0.599053,95.1,96.4,"0.062758,28/10/00"
2020-12-04 00:15:38.838556,-14.7,-7.1,-1.89,-1.14,23.3,970.1,1227,20.0,22.2,0.599177,95.1,96.4,"0.062772,28/10/00"
2020-12-04 00:15:48.678349,-15.2,0.8,-1.96,0.13,23.3,970.2,1594,19.9,22.8,0.599050,95.1,96.4,"0.062764,28/10/00"
2020-12-04 00:15:58.838447,-14.9,8.6,-1.91,1.39,23.3,970.2,1229,19.8,22.2,0.599192,95.1,96.4,"0.062776,28/10/00"
2020-12-04 00:16:08.670652,-14.1,-4.2,-1.81,-0.68,23.3,970.2,1595,19.9,22.8,0.599053,95.1,96.4,"0.062764,28/10/00"
2020-12-04 00:16:18.778763,-14.2,16.4,-1.82,2.64,23.3,970.1,1230,19.9,22.8,0.599191,95.1,96.4,"0.062770,28/10/00"
2020-12-04 00:16:28.678541,-14.5,26.3,-1.86,4.24,23.3,970.2,1595,20.0,22.8,0.599063,95.1,96.4,"0.062764,28/10/00"
2020-12-04 00:16:38.798451,-14.1,29.3,-1.82,4.72,23.3,970.2,1229,20.0,22.2,0.599195,95.1,96.4,"0.062776,28/10/00"
2020-12-04 00:16:48.678812,-13.5,7.8,-1.74,1.26,23.3,970.1,1593,20.1,22.8,0.599054,95.1,96.4,"0.062761,28/10/00"
2020-12-04 00:16:58.788408,-13.0,15.9,-1.68,2.56,23.3,970.4,1222,20.2,22.8,0.599179,95.1,96.4,"0.062773,28/10/00"
2020-12-04 00:17:08.690550,-12.2,7.5,-1.57,1.22,23.3,970.3,1591,20.2,22.8,0.599071,95.1,96.4,"0.062760,28/10/00"
2020-12-04 00:17:18.785693,-11.7,8.3,-1.51,1.33,23.3,970.2,1223,20.1,22.8,0.599206,95.1,96.4,"0.062775,28/10/00"
2020-12-04 00:17:28.680894,-11.9,7.6,-1.53,1.22,23.3,970.2,1594,20.1,22.2,0.599077,95.1,96.4,"0.062763,28/10/00"
2020-12-04 00:17:38.798432,-11.6,7.5,-1.49,1.21,23.3,970.2,1226,20.1,22.8,0.599204,95.1,96.4,"0.062776,28/10/00"
2020-12-04 00:17:48.683629,-10.4,8.2,-1.34,1.33,23.3,970.2,1595,20.1,22.8,0.599089,95.1,96.4,"0.062767,28/10/00"
2020-12-04 00:17:58.778824,-9.4,8.8,-1.21,1.41,23.3,970.2,1227,20.2,22.8,0.599212,95.1,96.4,"0.062774,28/10/00"
2020-12-04 00:18:08.678333,-8.4,21.6,-1.08,3.49,23.3,970.2,1595,20.1,22.8,0.599088,95.1,96.4,"0.062765,28/10/00"
2020-12-04 00:18:18.778506,-8.2,11.9,-1.05,1.91,23.3,970.3,1225,20.0,22.8,0.599242,95.1,96.4,"0.062780,28/10/00"
2020-12-04 00:18:28.678543,-9.3,21.8,-1.19,3.51,23.3,970.3,1595,20.1,22.8,0.599109,95.1,96.4,"0.062769,28/10/00"
2020-12-04 00:18:38.788435,-10.1,11.6,-1.30,1.86,23.3,970.1,1229,20.1,22.8,0.599241,95.1,96.4,"0.062781,28/10/00"
2020-12-04 00:18:48.679722,-10.2,11.3,-1.31,1.82,23.3,970.2,1594,20.1,22.8,0.599114,95.1,96.4,"0.062770,28/10/00"
2020-12-04 00:18:58.788646,-10.1,10.2,-1.30,1.65,23.3,970.1,1230,20.0,22.8,0.599253,95.1,96.4,"0.062782,28/10/00"
2020-12-04 00:19:08.698333,-9.8,9.8,-1.26,1.59,23.3,970.2,1595,20.1,22.8,0.599124,95.1,96.4,"0.062770,28/10/00"
2020-12-04 00:19:18.788455,-9.3,9.2,-1.20,1.49,23.3,970.3,1226,20.2,22.8,0.599252,95.1,96.4,"0.062780,28/10/00"
2020-12-04 00:19:28.679172,-8.9,10.8,-1.15,1.75,23.3,970.2,1595,20.1,22.8,0.599126,95.1,96.4,"0.062771,28/10/00"
2020-12-04 00:19:38.798450,-8.5,7.0,-1.10,1.13,23.3,970.3,1225,20.2,22.8,0.599241,95.1,96.4,"0.062784,28/10/00"
2020-12-04 00:19:48.669345,-7.4,7.9,-0.95,1.27,23.3,970.2,1595,20.1,22.8,0.599141,95.1,96.4,"0.062776,28/10/00"
2020-12-04 00:19:58.774521,-6.1,10.0,-0.78,1.61,23.3,970.2,1224,20.0,22.8,0.599264,95.1,96.4,"0.062786,28/10/00"
2020-12-04 00:20:08.668402,-6.0,11.6,-0.78,1.87,23.3,970.2,1592,19.9,22.8,0.599149,95.1,96.4,"0.062778,28/10/00"
2020-12-04 00:20:18.778623,-6.2,13.0,-0.80,2.09,23.3,970.2,1228,20.0,22.8,0.599269,95.1,96.4,"0.062789,28/10/00"
2020-12-04 00:20:28.678331,-5.7,13.2,-0.73,2.13,23.3,970.2,1595,19.9,22.8,0.599151,95.1,96.4,"0.062774,28/10/00"
2020-12-04 00:20:38.778315,-5.6,4.3,-0.72,0.70,23.3,970.3,1227,19.8,22.8,0.599299,95.1,96.4,"0.062789,28/10/00"
2020-12-04 00:20:48.664081,-6.5,11.4,-0.84,1.84,23.3,970.2,1593,19.8,22.8,0.599165,95.1,96.4,"0.062780,28/10/00"
2020-12-04 00:20:58.835152,-7.5,3.0,-0.96,0.48,23.3,970.2,1228,19.9,22.8,0.599299,95.1,96.4,"0.062788,28/10/00"
2020-12-04 00:21:08.659328,-8.0,10.6,-1.03,1.71,23.3,970.2,1595,19.9,22.8,0.599163,95.1,96.4,"0.062775,28/10/00"
2020-12-04 00:21:18.818354,-8.2,12.5,-1.06,2.02,23.3,970.2,1224,19.9,22.8,0.599314,95.1,96.4,"0.062792,28/10/00"
2020-12-04 00:21:28.659962,-18.3,4.3,-2.36,0.69,23.3,970.2,1594,20.0,22.8,0.599167,95.1,96.4,"0.062777,28/10/00"
2020-12-04 00:21:38.818322,-8.9,-8.4,-1.15,-1.35,23.3,970.1,1227,19.9,22.8,0.599310,95.1,96.4,"0.062789,28/10/00"
2020-12-04 00:21:48.661191,-9.6,7.1,-1.23,1.14,23.3,970.2,1596,20.0,22.8,0.599173,95.1,96.4,"0.062778,28/10/00"
2020-12-04 00:21:58.810195,-10.0,8.0,-1.29,1.28,23.3,970.2,1228,20.0,22.8,0.599322,95.1,96.4,"0.062789,28/10/00"
2020-12-04 00:22:08.704009,-10.4,8.5,-1.34,1.36,23.3,970.2,1596,20.0,22.8,0.599187,95.1,96.4,"0.062778,28/10/00"
2020-12-04 00:22:18.809216,-10.6,8.3,-1.37,1.35,23.3,970.2,1226,20.0,22.8,0.599316,95.1,96.4,"0.062789,28/10/00"
2020-12-04 00:22:28.708587,-10.9,7.0,-1.40,1.14,23.3,970.2,1592,20.1,22.8,0.599179,95.1,96.4,"0.062776,28/10/00"
2020-12-04 00:22:38.808527,-11.4,6.0,-1.46,0.96,23.3,970.3,1226,20.1,22.8,0.599305,95.1,96.4,"0.062788,28/10/00"
2020-12-04 00:22:48.705920,-12.0,6.5,-1.55,1.05,23.3,970.2,1595,20.1,22.8,0.599186,95.1,96.4,"0.062780,28/10/00"
2020-12-04 00:22:58.818390,-13.0,6.4,-1.67,1.03,23.3,970.3,1223,20.0,22.8,0.599333,95.1,96.4,"0.062796,28/10/00"
2020-12-04 00:23:08.703726,-13.9,5.8,-1.79,0.93,23.3,970.3,1596,19.9,22.8,0.599205,95.1,96.4,"0.062782,28/10/00"
2020-12-04 00:23:18.818323,-14.6,2.6,-1.88,0.41,23.3,970.3,1224,20.1,22.8,0.599344,95.1,96.4,"0.062793,28/10/00"
2020-12-04 00:23:28.707946,-15.3,5.1,-1.97,0.82,23.3,970.2,1594,20.1,22.8,0.599214,95.1,96.4,"0.062787,28/10/00"
2020-12-04 00:23:38.828453,-15.6,12.6,-2.01,2.02,23.3,970.4,1221,19.9,22.8,0.599356,95.1,96.4,"0.062796,28/10/00"
2020-12-04 00:23:48.664436,-15.6,24.7,-2.00,3.99,23.3,970.3,1595,20.0,22.8,0.599211,95.1,96.4,"0.062785,28/10/00"
2020-12-04 00:23:58.769551,-16.1,8.4,-2.07,1.35,23.3,970.2,1222,20.0,22.8,0.599362,95.1,96.4,"0.062798,28/10/00"
2020-12-04 00:24:08.668354,-16.3,7.0,-2.10,1.12,23.2,970.3,1595,19.8,22.8,0.599246,95.1,96.4,"0.062789,28/10/00"
2020-12-04 00:24:18.778371,-15.5,8.5,-1.99,1.37,23.3,970.2,1224,19.8,22.8,0.599379,95.1,96.4,"0.062800,28/10/00"
2020-12-04 00:24:28.670036,-14.5,11.3,-1.86,1.82,23.2,970.2,1594,19.8,22.8,0.599249,95.1,96.4,"0.062791,28/10/00"
2020-12-04 00:24:38.780192,-13.6,13.0,-1.76,2.09,23.3,970.1,1229,20.0,22.8,0.599372,95.1,96.4,"0.062803,28/10/00"
2020-12-04 00:24:48.680388,-12.6,12.7,-1.62,2.05,23.2,970.1,1598,19.8,22.8,0.599262,95.1,96.4,"0.062790,28/10/00"
2020-12-04 00:24:58.790716,-11.3,12.0,-1.46,1.94,23.3,970.2,1227,19.9,22.8,0.599387,95.1,96.4,"0.062800,28/10/00"
2020-12-04 00:25:08.689439,-10.5,12.8,-1.35,2.06,23.2,970.2,1593,20.0,22.8,0.599258,95.1,96.4,"0.062792,28/10/00"
2020-12-04 00:25:18.808369,-10.3,21.6,-1.33,3.49,23.3,970.2,1226,20.0,22.8,0.599389,95.1,96.4,"0.062798,28/10/00"
2020-12-04 00:25:28.698710,-10.5,29.9,-1.35,4.81,23.2,970.2,1596,20.1,22.8,0.599247,95.1,96.4,"0.062788,28/10/00"
2020-12-04 00:25:38.809900,-11.1,17.1,-1.43,2.76,23.3,970.1,1225,20.0,22.8,0.599397,95.1,96.4,"0.062803,28/10/00"
2020-12-04 00:25:48.708808,-12.3,15.4,-1.58,2.48,23.2,970.2,1596,20.1,22.8,0.599255,95.1,96.4,"0.062788,28/10/00"
2020-12-04 00:25:58.820217,-13.0,-0.7,-1.68,-0.11,23.3,970.2,1226,20.2,22.8,0.599403,95.1,96.4,"0.062803,28/10/00"
2020-12-04 00:26:08.678543,-13.4,-13.4,-1.73,-2.16,23.2,970.2,1595,20.2,22.8,0.599255,95.1,96.4,"0.062789,28/10/00"
2020-12-04 00:26:18.788552,-13.7,13.2,-1.76,2.13,23.3,970.2,1227,20.3,22.8,0.599385,95.1,96.4,"0.062801,28/10/00"
2020-12-04 00:26:28.688497,-13.5,11.6,-1.74,1.87,23.2,970.1,1593,21.9,22.8,0.599257,95.1,96.4,"0.062786,28/10/00"
2020-12-04 00:26:38.791015,-13.1,9.2,-1.69,1.48,23.2,970.3,1220,21.9,22.8,0.599390,95.1,96.4,"0.062795,28/10/00"
2020-12-04 00:26:48.698312,-12.7,10.6,-1.63,1.71,23.2,970.2,1597,22.0,22.8,0.599259,95.1,96.4,"0.062789,28/10/00"
2020-12-04 00:26:58.808372,-11.8,23.1,-1.52,3.73,23.2,970.2,1226,22.1,22.8,0.599386,95.1,96.4,"0.062799,28/10/00"
2020-12-04 00:27:08.708409,-11.3,13.0,-1.45,2.10,23.2,970.2,1593,22.1,22.8,0.599258,95.1,96.4,"0.062789,28/10/00"
2020-12-04 00:27:18.818331,-11.9,25.0,-1.53,4.04,23.2,970.2,1227,21.9,22.8,0.599409,95.1,96.4,"0.062808,28/10/00"
2020-12-04 00:27:28.702902,-12.5,4.8,-1.61,0.78,23.2,970.2,1594,20.2,22.8,0.599283,95.1,96.4,"0.062793,28/10/00"
2020-12-04 00:27:38.828357,-12.8,-15.4,-1.64,-2.49,23.2,970.1,1228,20.1,22.8,0.599429,95.1,96.4,"0.062809,28/10/00"
2020-12-04 00:27:48.678342,-13.7,-24.2,-1.76,-3.91,23.2,970.2,1593,20.1,22.8,0.599296,95.1,96.4,"0.062797,28/10/00"
2020-12-04 00:27:58.798477,-14.6,-15.9,-1.88,-2.57,23.2,970.2,1227,20.1,22.8,0.599426,95.1,96.4,"0.062803,28/10/00"
2020-12-04 00:28:08.688615,-14.9,4.8,-1.92,0.77,23.2,970.2,1594,20.3,22.7,0.599291,95.1,96.4,"0.062791,28/10/00"
2020-12-04 00:28:18.792409,-14.7,4.9,-1.89,0.79,23.2,970.2,1229,22.0,22.8,0.599405,95.1,96.4,"0.062801,28/10/00"
2020-12-04 00:28:28.691322,-13.9,26.0,-1.79,4.20,23.2,970.2,1593,22.0,22.8,0.599285,95.1,96.4,"0.062793,28/10/00"
2020-12-04 00:28:38.818595,-13.0,27.2,-1.67,4.38,23.2,970.3,1226,21.9,22.8,0.599428,95.1,96.4,"0.062806,28/10/00"
2020-12-04 00:28:48.698511,-12.3,7.3,-1.58,1.19,23.2,970.2,1595,20.2,22.8,0.599312,95.1,96.4,"0.062797,28/10/00"
2020-12-04 00:28:58.818526,-11.4,24.4,-1.46,3.94,23.2,970.2,1226,20.2,22.7,0.599445,95.1,96.4,"0.062802,28/10/00"
