dateTime,NO2,NO,NOX,temperature,pressure,flow,O3-flow,voltage,O3-voltage,scrubber-temperature,error-byte,sensorTime,status
2020-12-04 00:02:21.418421,23.7,6.4,30.1,25.9,778.9,1212,219.1,0.037985,0.101,110.5,42,"03/12/20,17:51:09",80
2020-12-04 00:02:26.418391,26.4,6.9,33.3,25.9,779.1,1243,219.1,0.037985,0.097,110.5,42,"03/12/20,17:51:14",80
2020-12-04 00:02:31.438354,17.2,7.4,24.6,25.9,778.8,1246,219.2,0.037985,0.101,110.5,42,"03/12/20,17:51:19",80
2020-12-04 00:02:36.428427,12.5,-0.3,12.2,25.9,778.8,1219,219.2,0.037987,0.101,110.5,42,"03/12/20,17:51:24",80
2020-12-04 00:02:41.418574,21.8,-9.0,12.9,25.9,778.9,1239,219.1,0.037987,0.097,110.5,42,"03/12/20,17:51:29",80
2020-12-04 00:02:46.438365,15.6,-19.0,-3.4,25.9,779.2,1242,219.0,0.037985,0.101,110.5,42,"03/12/20,17:51:34",80
2020-12-04 00:02:51.428446,22.1,-23.1,-1.0,25.9,778.8,1215,219.1,0.037987,0.101,110.5,42,"03/12/20,17:51:39",80
2020-12-04 00:02:56.418600,25.2,-18.5,6.8,26.0,778.6,1242,219.2,0.037987,0.097,110.5,42,"03/12/20,17:51:44",80
2020-12-04 00:03:01.428528,22.6,-14.0,8.6,25.9,779.0,1248,219.1,0.037985,0.101,110.5,42,"03/12/20,17:51:49",80
2020-12-04 00:03:06.425776,22.9,-8.6,14.4,25.9,778.9,1215,219.1,0.037987,0.101,110.5,42,"03/12/20,17:51:54",80
2020-12-04 00:03:11.424763,23.7,-9.0,14.6,25.9,779.0,1242,219.1,0.037987,0.097,110.4,42,"03/12/20,17:51:59",80
2020-12-04 00:03:16.426235,18.4,-5.5,12.9,26.0,778.9,1251,219.1,0.037990,0.101,110.5,42,"03/12/20,17:52:04",80
2020-12-04 00:03:21.418531,11.4,-2.3,9.1,25.9,778.9,1211,219.1,0.037992,0.101,110.5,42,"03/12/20,17:52:09",80
2020-12-04 00:03:26.398450,4.5,1.2,5.7,25.9,779.1,1245,219.0,0.037994,0.097,110.5,42,"03/12/20,17:52:14",80
2020-12-04 00:03:31.411502,7.5,4.9,12.5,25.9,778.8,1244,219.1,0.037992,0.101,110.4,42,"03/12/20,17:52:19",80
2020-12-04 00:03:36.418314,18.8,5.9,24.7,25.9,779.2,1215,219.1,0.037990,0.101,110.5,42,"03/12/20,17:52:24",80
2020-12-04 00:03:41.413070,28.6,7.3,35.9,25.9,778.7,1244,219.1,0.037992,0.097,110.4,42,"03/12/20,17:52:29",80
2020-12-04 00:03:46.428549,35.7,10.6,46.3,25.9,778.9,1252,219.1,0.037990,0.101,110.4,42,"03/12/20,17:52:34",80
2020-12-04 00:03:51.419332,31.7,10.6,42.2,25.9,779.2,1207,219.1,0.037990,0.101,110.4,42,"03/12/20,17:52:39",80
2020-12-04 00:03:56.408459,30.3,9.4,39.7,25.9,779.1,1245,219.0,0.037990,0.097,110.5,42,"03/12/20,17:52:44",80
2020-12-04 00:04:01.418449,29.9,9.6,39.5,25.9,778.9,1247,219.1,0.037990,0.101,110.4,42,"03/12/20,17:52:49",80
2020-12-04 00:04:06.410788,32.0,4.4,36.4,25.9,779.2,1209,219.0,0.037990,0.101,110.4,42,"03/12/20,17:52:54",80
2020-12-04 00:04:11.418363,35.1,2.2,37.2,25.9,778.8,1246,219.1,0.037992,0.097,110.5,42,"03/12/20,17:52:59",80
2020-12-04 00:04:16.418449,29.9,0.4,30.3,25.9,778.8,1245,219.1,0.037994,0.101,110.5,42,"03/12/20,17:53:04",80
2020-12-04 00:04:21.408625,25.4,6.5,31.9,25.9,778.9,1201,219.1,0.037992,0.101,110.5,42,"03/12/20,17:53:09",80
2020-12-04 00:04:26.418468,13.1,16.1,29.2,25.9,779.3,1244,219.0,0.037992,0.097,110.6,42,"03/12/20,17:53:14",80
2020-12-04 00:04:31.418451,1.9,22.8,24.6,25.9,778.9,1247,219.1,0.037992,0.101,110.5,42,"03/12/20,17:53:19",80
2020-12-04 00:04:36.418349,-4.0,17.9,13.9,25.9,778.8,1206,219.2,0.037994,0.101,110.5,42,"03/12/20,17:53:24",80
2020-12-04 00:04:41.398493,-3.6,3.9,0.3,25.9,779.2,1245,219.0,0.037992,0.097,110.5,42,"03/12/20,17:53:29",80
2020-12-04 00:04:46.418360,1.8,-9.0,-7.2,25.8,779.0,1249,219.0,0.037994,0.101,110.5,42,"03/12/20,17:53:34",80
2020-12-04 00:04:51.418350,5.5,-14.4,-9.0,25.9,778.7,1215,219.1,0.037997,0.101,110.4,42,"03/12/20,17:53:39",80
2020-12-04 00:04:56.408483,5.2,-8.9,-3.8,25.9,778.8,1246,219.1,0.037994,0.097,110.5,42,"03/12/20,17:53:44",80
2020-12-04 00:05:01.422863,18.6,-7.0,11.6,25.9,779.2,1242,219.0,0.037992,0.101,110.4,42,"03/12/20,17:53:49",80
2020-12-04 00:05:06.418473,18.0,-5.9,12.1,25.9,778.9,1213,219.1,0.037997,0.101,110.5,42,"03/12/20,17:53:54",80
2020-12-04 00:05:11.408407,18.0,-9.3,8.8,25.9,778.5,1247,219.2,0.037997,0.097,110.5,42,"03/12/20,17:53:59",80
2020-12-04 00:05:16.421849,30.4,-20.5,9.9,25.9,778.8,1243,219.1,0.037994,0.101,110.4,42,"03/12/20,17:54:04",80
2020-12-04 00:05:21.428413,35.7,-16.4,19.2,25.9,779.2,1208,219.0,0.037992,0.101,110.5,42,"03/12/20,17:54:09",80
2020-12-04 00:05:26.420728,36.5,-12.5,24.1,25.9,779.2,1248,219.0,0.037994,0.097,110.5,42,"03/12/20,17:54:14",80
2020-12-04 00:05:31.419535,28.4,-3.8,24.6,25.8,778.9,1246,219.1,0.037994,0.101,110.4,42,"03/12/20,17:54:19",80
2020-12-04 00:05:36.407313,21.1,4.5,25.6,25.9,779.1,1207,219.1,0.037997,0.101,110.4,42,"03/12/20,17:54:24",80
2020-12-04 00:05:41.408494,17.3,1.0,18.3,25.9,778.9,1248,219.1,0.037999,0.097,110.5,42,"03/12/20,17:54:29",80
2020-12-04 00:05:46.430915,18.1,-6.1,12.0,25.9,779.3,1243,219.0,0.037999,0.101,110.4,42,"03/12/20,17:54:34",80
2020-12-04 00:05:51.418476,22.0,-12.6,9.4,25.9,779.3,1197,219.0,0.038002,0.101,110.5,46,"03/12/20,17:54:39",80
2020-12-04 00:05:56.419933,21.8,-10.8,11.0,25.9,779.3,1249,219.0,0.038002,0.097,110.5,42,"03/12/20,17:54:44",80
2020-12-04 00:06:01.418803,21.4,-9.9,11.6,25.9,779.2,1243,219.0,0.037999,0.101,110.5,42,"03/12/20,17:54:49",80
2020-12-04 00:06:06.411328,20.8,-2.8,18.1,25.9,778.8,1212,219.1,0.037999,0.101,110.4,42,"03/12/20,17:54:54",80
2020-12-04 00:06:11.418467,21.4,-1.1,20.3,25.9,779.1,1247,219.0,0.038002,0.097,110.5,42,"03/12/20,17:54:59",80
2020-12-04 00:06:16.411561,19.7,4.5,24.2,25.8,778.7,1246,219.1,0.037999,0.101,110.4,42,"03/12/20,17:55:04",80
2020-12-04 00:06:21.408354,20.4,7.2,27.6,25.8,778.9,1208,219.1,0.037999,0.101,110.5,42,"03/12/20,17:55:09",80
2020-12-04 00:06:26.401722,23.9,7.5,31.4,25.9,778.8,1250,219.2,0.038002,0.097,110.5,42,"03/12/20,17:55:14",80
2020-12-04 00:06:31.409336,23.8,5.0,28.8,25.9,779.2,1241,219.1,0.037999,0.101,110.5,42,"03/12/20,17:55:19",80
2020-12-04 00:06:36.409376,25.5,-2.7,22.8,25.8,778.8,1211,219.1,0.037999,0.101,110.5,42,"03/12/20,17:55:24",80
2020-12-04 00:06:41.418358,27.5,-6.8,20.7,25.9,779.2,1245,219.0,0.038002,0.097,110.5,42,"03/12/20,17:55:29",80
2020-12-04 00:06:46.428347,27.8,-10.8,17.1,25.9,778.9,1241,219.1,0.037999,0.101,110.5,42,"03/12/20,17:55:34",80
2020-12-04 00:06:51.418454,27.6,-12.7,14.9,25.8,779.2,1207,219.0,0.038002,0.101,110.4,42,"03/12/20,17:55:39",80
2020-12-04 00:06:56.418470,27.1,-13.2,13.9,25.9,778.7,1245,219.1,0.038002,0.097,110.4,42,"03/12/20,17:55:44",80
2020-12-04 00:07:01.418558,20.9,-12.0,8.9,25.9,779.2,1245,219.0,0.038004,0.101,110.5,42,"03/12/20,17:55:49",80
2020-12-04 00:07:06.401239,15.1,-7.5,7.6,25.8,778.9,1210,219.1,0.038004,0.101,110.5,42,"03/12/20,17:55:54",80
2020-12-04 00:07:11.408703,7.4,-2.5,4.9,25.9,779.1,1246,219.0,0.038006,0.097,110.5,42,"03/12/20,17:55:59",80
2020-12-04 00:07:16.418525,14.6,2.9,17.4,25.8,778.8,1244,219.1,0.038002,0.101,110.5,42,"03/12/20,17:56:04",80
2020-12-04 00:07:21.402867,27.3,6.6,33.9,25.9,779.3,1203,219.0,0.038002,0.101,110.4,42,"03/12/20,17:56:09",80
2020-12-04 00:07:26.418447,43.5,7.0,50.5,25.9,778.8,1248,219.1,0.038004,0.097,110.5,42,"03/12/20,17:56:14",80
2020-12-04 00:07:31.409102,51.4,3.0,54.5,25.9,779.1,1246,219.1,0.038002,0.101,110.4,42,"03/12/20,17:56:19",80
2020-12-04 00:07:36.418418,44.8,-1.6,43.2,25.9,779.1,1206,219.0,0.038002,0.101,110.4,42,"03/12/20,17:56:24",80
2020-12-04 00:07:41.408604,38.3,-6.3,32.0,25.9,779.4,1245,219.0,0.038006,0.097,110.5,42,"03/12/20,17:56:29",80
2020-12-04 00:07:46.438376,30.1,-10.4,19.8,25.9,779.2,1242,219.0,0.038004,0.101,110.5,42,"03/12/20,17:56:34",80
2020-12-04 00:07:51.418479,32.1,-8.6,23.5,25.8,779.2,1203,219.0,0.038006,0.101,110.5,42,"03/12/20,17:56:39",80
2020-12-04 00:07:56.418318,30.8,-6.6,24.2,25.9,779.2,1246,219.0,0.038006,0.097,110.5,42,"03/12/20,17:56:44",80
2020-12-04 00:08:01.418531,32.2,-9.6,22.6,25.8,779.2,1244,219.0,0.038004,0.101,110.4,42,"03/12/20,17:56:49",80
2020-12-04 00:08:06.418463,31.9,-15.4,16.5,25.8,779.3,1204,218.9,0.038004,0.101,110.4,42,"03/12/20,17:56:54",80
2020-12-04 00:08:11.418462,33.5,-22.6,10.9,25.9,779.2,1239,219.0,0.038004,0.097,110.5,42,"03/12/20,17:56:59",80
2020-12-04 00:08:16.418356,30.6,-24.9,5.7,25.8,778.8,1243,219.1,0.038004,0.101,110.4,42,"03/12/20,17:57:04",80
2020-12-04 00:08:21.408579,24.7,-21.7,3.0,25.8,778.9,1206,219.1,0.038006,0.101,110.4,42,"03/12/20,17:57:09",80
2020-12-04 00:08:26.408454,17.9,-16.4,1.5,25.9,779.3,1244,219.0,0.038006,0.097,110.5,42,"03/12/20,17:57:14",80
2020-12-04 00:08:31.419986,25.9,-13.5,12.4,25.9,779.0,1246,219.1,0.038006,0.101,110.4,42,"03/12/20,17:57:19",80
2020-12-04 00:08:36.418344,26.3,-15.7,10.6,25.8,778.8,1217,219.1,0.038009,0.101,110.4,42,"03/12/20,17:57:24",80
2020-12-04 00:08:41.405147,20.1,-18.4,1.8,25.8,778.8,1244,219.1,0.038006,0.097,110.5,42,"03/12/20,17:57:29",80
2020-12-04 00:08:46.421517,21.4,-23.1,-1.6,25.9,779.3,1244,219.0,0.038004,0.101,110.5,42,"03/12/20,17:57:34",80
2020-12-04 00:08:51.428359,17.9,-26.7,-8.7,25.8,779.2,1205,219.0,0.038006,0.101,110.5,42,"03/12/20,17:57:39",80
2020-12-04 00:08:56.438384,19.6,-29.8,-10.2,25.9,778.7,1244,219.2,0.038009,0.097,110.5,42,"03/12/20,17:57:44",80
2020-12-04 00:09:01.411721,29.7,-27.8,1.9,25.9,779.2,1246,219.0,0.038006,0.101,110.5,42,"03/12/20,17:57:49",80
2020-12-04 00:09:06.418463,41.8,-22.3,19.6,25.9,778.9,1211,219.1,0.038009,0.101,110.4,42,"03/12/20,17:57:54",80
2020-12-04 00:09:11.418336,51.8,-15.5,36.3,25.9,778.9,1243,219.1,0.038011,0.097,110.5,42,"03/12/20,17:57:59",80
2020-12-04 00:09:16.425756,54.7,-13.2,41.5,25.9,778.9,1245,219.1,0.038009,0.101,110.4,42,"03/12/20,17:58:04",80
2020-12-04 00:09:21.418206,50.6,-14.5,36.1,25.9,779.4,1199,219.0,0.038009,0.101,110.4,46,"03/12/20,17:58:09",80
2020-12-04 00:09:26.412102,44.1,-17.6,26.5,25.9,779.2,1245,219.0,0.038009,0.097,110.5,42,"03/12/20,17:58:14",80
2020-12-04 00:09:31.438598,27.3,-16.9,10.4,25.8,778.8,1245,219.1,0.038011,0.101,110.4,42,"03/12/20,17:58:19",80
2020-12-04 00:09:36.405029,12.6,-11.9,0.7,25.8,778.7,1207,219.1,0.038011,0.101,110.5,42,"03/12/20,17:58:24",80
2020-12-04 00:09:41.418320,-3.1,-8.1,-11.3,25.9,778.9,1245,219.1,0.038011,0.097,110.5,42,"03/12/20,17:58:29",80
2020-12-04 00:09:46.413614,-8.3,-6.8,-15.1,25.8,779.2,1247,219.0,0.038011,0.101,110.5,42,"03/12/20,17:58:34",80
2020-12-04 00:09:51.398573,-1.1,-6.4,-7.6,25.8,779.1,1198,219.0,0.038011,0.101,110.5,46,"03/12/20,17:58:39",80
2020-12-04 00:09:56.388485,6.2,-6.2,0.0,25.8,779.2,1245,219.0,0.038011,0.097,110.6,42,"03/12/20,17:58:44",80
2020-12-04 00:10:01.402898,14.3,-4.4,9.8,25.8,778.9,1244,219.0,0.038009,0.101,110.5,42,"03/12/20,17:58:49",80
2020-12-04 00:10:06.395529,14.3,-6.9,7.3,25.8,778.8,1209,219.1,0.038013,0.101,110.5,42,"03/12/20,17:58:54",80
2020-12-04 00:10:11.418402,27.1,-12.0,15.1,25.8,779.1,1241,219.0,0.038011,0.097,110.5,42,"03/12/20,17:58:59",80
2020-12-04 00:10:16.418500,13.4,-16.7,-3.3,25.9,778.9,1249,219.1,0.038016,0.101,110.5,42,"03/12/20,17:59:04",80
2020-12-04 00:10:21.399149,9.9,-15.4,-5.5,25.9,778.9,1207,219.1,0.038016,0.101,110.5,42,"03/12/20,17:59:09",80
2020-12-04 00:10:26.390583,3.2,-7.6,-4.4,25.8,778.8,1248,219.1,0.038018,0.097,110.5,42,"03/12/20,17:59:14",80
2020-12-04 00:10:31.391835,6.6,-1.6,5.0,25.8,779.2,1243,219.0,0.038013,0.101,110.4,42,"03/12/20,17:59:19",80
2020-12-04 00:10:36.415594,16.4,1.5,17.9,25.9,779.2,1206,219.0,0.038013,0.101,110.4,42,"03/12/20,17:59:24",80
2020-12-04 00:10:41.408428,28.0,-2.8,25.2,25.9,779.0,1245,219.1,0.038013,0.097,110.5,42,"03/12/20,17:59:29",80
2020-12-04 00:10:46.408662,34.2,-6.1,28.2,25.8,779.0,1245,219.0,0.038011,0.101,110.4,42,"03/12/20,17:59:34",80
2020-12-04 00:10:51.424006,27.5,-14.8,12.7,25.8,778.8,1204,219.1,0.038016,0.101,110.4,42,"03/12/20,17:59:39",80
2020-12-04 00:10:56.408526,21.6,-21.0,0.6,25.8,778.8,1249,219.1,0.038016,0.097,110.4,42,"03/12/20,17:59:44",80
2020-12-04 00:11:01.413531,20.1,-28.2,-8.2,25.9,779.2,1245,219.0,0.038016,0.101,110.5,42,"03/12/20,17:59:49",80
2020-12-04 00:11:06.408429,25.3,-26.4,-1.1,25.9,778.9,1206,219.1,0.038016,0.101,110.5,42,"03/12/20,17:59:54",80
2020-12-04 00:11:11.408312,24.7,-17.4,7.3,25.9,779.2,1245,219.0,0.038016,0.097,110.5,42,"03/12/20,17:59:59",80
2020-12-04 00:11:16.418308,18.0,-6.9,11.1,25.8,779.1,1248,219.0,0.038016,0.101,110.4,42,"03/12/20,18:00:04",80
2020-12-04 00:11:21.383950,9.0,3.8,12.8,25.8,779.3,1200,218.9,0.038016,0.101,110.4,46,"03/12/20,18:00:09",80
2020-12-04 00:11:26.388403,3.0,4.6,7.6,25.8,779.3,1247,218.9,0.038018,0.097,110.5,42,"03/12/20,18:00:14",80
2020-12-04 00:11:31.398298,2.2,9.0,11.2,25.9,779.1,1247,219.0,0.038018,0.101,110.4,42,"03/12/20,18:00:19",80
2020-12-04 00:11:36.398501,4.6,16.5,21.1,25.9,779.0,1208,219.0,0.038016,0.101,110.4,42,"03/12/20,18:00:24",80
2020-12-04 00:11:41.398296,2.0,24.5,26.5,25.8,778.8,1247,219.1,0.038016,0.097,110.5,42,"03/12/20,18:00:29",80
2020-12-04 00:11:46.408464,-2.8,27.6,24.9,25.8,778.9,1249,219.0,0.038016,0.101,110.5,42,"03/12/20,18:00:34",80
2020-12-04 00:11:51.408327,-6.9,17.0,10.0,25.8,779.2,1198,218.9,0.038016,0.101,110.5,46,"03/12/20,18:00:39",80
2020-12-04 00:11:56.388421,-5.6,1.8,-3.9,25.9,778.9,1250,219.1,0.038013,0.097,110.5,42,"03/12/20,18:00:44",80
2020-12-04 00:12:01.428322,-3.6,-11.1,-14.7,25.9,779.3,1244,219.0,0.038018,0.101,110.5,42,"03/12/20,18:00:49",80
2020-12-04 00:12:06.408553,-2.5,-10.7,-13.2,25.8,778.9,1202,219.0,0.038016,0.101,110.5,42,"03/12/20,18:00:54",80
2020-12-04 00:12:11.391046,-4.2,-0.1,-4.3,25.8,778.9,1247,219.0,0.038018,0.097,110.5,42,"03/12/20,18:00:59",80
2020-12-04 00:12:16.408327,-7.2,12.6,5.5,25.9,779.0,1243,219.1,0.038018,0.101,110.4,42,"03/12/20,18:01:04",80
2020-12-04 00:12:21.393945,-5.9,24.5,18.6,25.8,779.2,1195,218.9,0.038016,0.101,110.5,46,"03/12/20,18:01:09",80
2020-12-04 00:12:26.398416,-5.9,27.8,21.9,25.8,779.5,1248,218.9,0.038016,0.097,110.5,42,"03/12/20,18:01:14",80
2020-12-04 00:12:31.401359,-6.9,29.5,22.6,25.9,778.9,1243,219.1,0.038018,0.101,110.4,42,"03/12/20,18:01:19",80
2020-12-04 00:12:36.408540,-12.1,27.3,15.2,25.9,779.2,1202,219.0,0.038016,0.101,110.4,42,"03/12/20,18:01:24",80
2020-12-04 00:12:41.408511,-13.8,23.9,10.0,25.9,779.0,1246,219.0,0.038018,0.097,110.4,42,"03/12/20,18:01:29",80
2020-12-04 00:12:46.408531,-5.7,21.9,16.3,25.8,779.0,1247,219.0,0.038016,0.101,110.5,42,"03/12/20,18:01:34",80
2020-12-04 00:12:51.388521,6.4,21.7,28.1,25.8,778.8,1204,219.0,0.038018,0.101,110.4,42,"03/12/20,18:01:39",80
2020-12-04 00:12:56.396748,19.9,23.1,43.0,25.8,779.2,1248,219.0,0.038018,0.097,110.5,42,"03/12/20,18:01:44",80
2020-12-04 00:13:01.403578,33.1,10.7,43.8,25.9,779.1,1246,219.0,0.038016,0.101,110.4,42,"03/12/20,18:01:49",80
2020-12-04 00:13:06.398420,37.8,-6.0,31.8,25.9,779.3,1204,219.0,0.038018,0.101,110.4,42,"03/12/20,18:01:54",80
2020-12-04 00:13:11.401108,46.0,-22.6,23.4,25.9,778.9,1246,219.1,0.038021,0.097,110.5,42,"03/12/20,18:01:59",80
2020-12-04 00:13:16.409791,46.5,-32.1,14.4,25.9,778.8,1244,219.1,0.038021,0.101,110.4,42,"03/12/20,18:02:04",80
2020-12-04 00:13:21.402519,43.7,-20.9,22.8,25.9,779.3,1197,219.0,0.038023,0.101,110.4,46,"03/12/20,18:02:09",80
2020-12-04 00:13:26.408600,31.7,-7.1,24.6,25.9,779.2,1252,219.0,0.038021,0.097,110.5,42,"03/12/20,18:02:14",80
2020-12-04 00:13:31.401258,14.4,-0.6,13.8,25.8,779.1,1244,218.9,0.038021,0.101,110.4,42,"03/12/20,18:02:19",80
2020-12-04 00:13:36.388430,3.6,-4.5,-1.0,25.9,779.2,1197,219.0,0.038021,0.101,110.5,46,"03/12/20,18:02:24",80
2020-12-04 00:13:41.413434,-2.6,-15.0,-17.5,25.8,779.2,1246,218.9,0.038021,0.097,110.5,42,"03/12/20,18:02:29",80
2020-12-04 00:13:46.425225,-0.5,-18.0,-18.5,25.8,779.2,1244,218.9,0.038023,0.101,110.5,42,"03/12/20,18:02:34",80
2020-12-04 00:13:51.392763,3.2,-12.9,-9.6,25.9,778.8,1200,219.1,0.038025,0.101,110.5,46,"03/12/20,18:02:39",80
2020-12-04 00:13:56.376569,5.4,-4.7,0.8,25.8,779.3,1249,218.9,0.038025,0.097,110.5,42,"03/12/20,18:02:44",80
2020-12-04 00:14:01.412810,12.7,4.9,17.6,25.8,778.9,1244,219.0,0.038021,0.101,110.5,42,"03/12/20,18:02:49",80
2020-12-04 00:14:06.398434,21.0,5.0,26.0,25.8,779.3,1205,218.9,0.038023,0.101,110.5,42,"03/12/20,18:02:54",80
2020-12-04 00:14:11.388521,31.8,5.1,36.9,25.8,779.0,1247,219.0,0.038021,0.097,110.5,42,"03/12/20,18:02:59",80
2020-12-04 00:14:16.408424,36.3,-2.3,34.0,25.9,779.0,1245,219.0,0.038021,0.101,110.5,42,"03/12/20,18:03:04",80
2020-12-04 00:14:21.408470,31.0,-15.9,15.0,25.8,778.8,1203,219.0,0.038025,0.101,110.5,42,"03/12/20,18:03:09",80
2020-12-04 00:14:26.398567,27.8,-29.5,-1.6,25.9,779.0,1250,219.1,0.038025,0.097,110.5,42,"03/12/20,18:03:14",80
2020-12-04 00:14:31.418596,23.8,-44.1,-20.4,25.8,779.1,1242,219.0,0.038028,0.101,110.5,42,"03/12/20,18:03:19",80
2020-12-04 00:14:36.408390,27.7,-28.0,-0.3,25.9,778.8,1208,219.1,0.038023,0.101,110.5,42,"03/12/20,18:03:24",80
2020-12-04 00:14:41.392319,21.9,-6.0,15.9,25.8,779.2,1247,219.0,0.038025,0.097,110.4,42,"03/12/20,18:03:29",80
2020-12-04 00:14:46.391183,7.9,23.4,31.3,25.9,778.9,1243,219.1,0.038025,0.101,110.5,42,"03/12/20,18:03:34",80
2020-12-04 00:14:51.388613,-7.7,43.1,35.4,25.8,778.8,1209,219.0,0.038025,0.101,110.4,42,"03/12/20,18:03:39",80
2020-12-04 00:14:56.397857,-18.1,39.7,21.5,25.8,779.0,1248,219.0,0.038025,0.097,110.5,42,"03/12/20,18:03:44",80
2020-12-04 00:15:01.412335,-20.5,33.0,12.5,25.8,778.9,1246,219.1,0.038030,0.101,110.4,42,"03/12/20,18:03:49",80
2020-12-04 00:15:06.388973,-17.0,21.6,4.6,25.8,778.9,1215,219.1,0.038028,0.101,110.4,42,"03/12/20,18:03:54",80
2020-12-04 00:15:11.389224,-17.1,21.0,3.9,25.9,779.0,1246,219.0,0.038028,0.097,110.5,42,"03/12/20,18:03:59",80
2020-12-04 00:15:16.408531,-19.5,18.2,-1.3,25.9,778.8,1241,219.1,0.038028,0.101,110.5,42,"03/12/20,18:04:04",80
2020-12-04 00:15:21.398533,-20.2,9.8,-10.5,25.8,779.3,1207,218.9,0.038030,0.101,110.5,42,"03/12/20,18:04:09",80
2020-12-04 00:15:26.418564,-16.7,-1.5,-18.1,25.8,778.9,1247,219.1,0.038030,0.097,110.5,42,"03/12/20,18:04:14",80
2020-12-04 00:15:31.408447,-7.8,-14.5,-22.3,25.8,778.9,1242,219.0,0.038030,0.101,110.5,42,"03/12/20,18:04:19",80
